did,oid,eid,sid,ent,density,density_D,flow,flow_D,input_flow,input_flow_D,input_count,input_count_D,ttime,ttime_D,dtime,dtime_D,wtimeVQ,wtimeVQ_D,speed,speed_D,spdh,spdh_D,travel,travel_D,traveltime,traveltime_D,vWait,vWait_D,vIn,vIn_D,vOut,vOut_D,totalDistanceTraveledInside,totalDistanceTraveledInside_D,totalTravelTimeInside,totalTravelTimeInside_D,totalWaitingTime,totalWaitingTime_D,vLostIn,vLostIn_D,vLostOut,vLostOut_D,qmean,qmean_D,qvmean,qvmean_D,qvmax,qvmax_D,missedTurnings,missedTurnings_D,lane_changes,lane_changes_D,total_lane_changes,total_lane_changes_D,stime,stime_D,nstops,nstops_D,totalNStops,totalNStops_D,fuelc,fuelc_D
181201,181201,,0,1,3.18466691549641,-1.0,17838.0,-1.0,44844.0,-1.0,7474.0,-1.0,92.709627889257,34.7540519657515,25.3539176130509,34.0824100982574,196.988136346923,175.983392112784,41.3795495694616,8.10893892091168,38.8309184489473,9.94814993841264,12936.719958396,-1.0,308.839763020987,-1.0,2056711.0,-1.0,6296.0,-1.0,2973.0,-1.0,28967.6479937856,-1.0,1655.95088056746,-1.0,227857.273446346,-1.0,2.0,-1.0,0.0,-1.0,3072.06133333334,-1.0,1372330.156,-1.0,2056711.0,-1.0,25.0,-1.0,3.45790865737291,-1.0,8669.0,-1.0,13.4344558426607,31.4618637392363,0.0,-1.0,5802.0,-1.0,1056.70842836692,-1.0
181201,181201,,1,1,3.1783492842468,-1.0,17808.0,-1.0,44754.0,-1.0,7459.0,-1.0,92.5559370284155,34.5582217723286,25.3637021923328,34.1083516747736,197.319989676349,175.945565329812,41.4152387452647,8.06744241897525,38.8953979137477,9.90001069803271,12924.7387820751,-1.0,308.223210745907,-1.0,2056692.0,-1.0,6281.0,-1.0,2968.0,-1.0,28912.6741647667,-1.0,1653.73,-1.0,227855.48289079,-1.0,2.0,-1.0,0.0,-1.0,3066.036,-1.0,1372319.336,-1.0,2056692.0,-1.0,25.0,-1.0,3.45312207254323,-1.0,8657.0,-1.0,13.4570880122069,31.4835242846829,0.0,-1.0,5774.0,-1.0,1055.52537712859,-1.0
181201,181201,,2,1,0.0,-1.0,30.0,-1.0,90.0,-1.0,15.0,-1.0,183.94052288482,34.0077836267181,19.5457913513455,9.88112085799937,0.0,0.0,20.1944548127622,4.26001443329014,19.5715437987215,3.49160853962793,11.9811763209609,-1.0,0.616552275079234,-1.0,19.0,-1.0,15.0,-1.0,5.0,-1.0,54.9738290188434,-1.0,2.2208805674581,-1.0,1.79055555555556,-1.0,0.0,-1.0,0.0,-1.0,6.09333333333333,-1.0,10.82,-1.0,19.0,-1.0,0.0,-1.0,0.0,-1.0,12.0,-1.0,0.0,0.0,0.0,-1.0,28.0,-1.0,1.18305123832843,-1.0
181201,181201,,3,1,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,0.0,-1.0
181201,181201,,4,1,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,0.0,-1.0
181201,181201,,0,2,4.71033542047225,-1.0,8076.0,-1.0,30402.0,-1.0,5067.0,-1.0,127.257489376029,90.6651103136981,59.9359961643944,90.2964698854836,530.459998006403,324.645427858841,34.885329817783,11.6958743248159,28.2891012360184,13.6602114963662,7090.48936197139,-1.0,219.042331164139,-1.0,3432820.0,-1.0,8671.0,-1.0,1346.0,-1.0,11908.1769902297,-1.0,2267.32081603196,-1.0,456991.797958901,-1.0,2.0,-1.0,0.0,-1.0,8414.59066666667,-1.0,2745194.57733333,-1.0,3432820.0,-1.0,40.0,-1.0,1.96249978016781,-1.0,4920.0,-1.0,48.4382858606362,89.2045848855775,0.0,-1.0,4106.0,-1.0,634.424464103002,-1.0
181201,181201,,1,2,4.70112489077961,-1.0,8046.0,-1.0,30324.0,-1.0,5054.0,-1.0,126.968102772672,90.7065235184169,60.013286058354,90.4516225482739,532.411617206075,323.668163077239,34.949635406944,11.6698564482658,28.3535779568636,13.6755924595173,7074.0385709143,-1.0,218.117515366412,-1.0,3432784.0,-1.0,8653.0,-1.0,1341.0,-1.0,11859.9250365893,-1.0,2263.70003806595,-1.0,456987.656570012,-1.0,2.0,-1.0,0.0,-1.0,8401.54800000001,-1.0,2745169.71333333,-1.0,3432784.0,-1.0,40.0,-1.0,1.95771319533813,-1.0,4908.0,-1.0,48.5781407023213,89.3317938831578,0.0,-1.0,4062.0,-1.0,632.542889846523,-1.0
181201,181201,,2,2,0.0,-1.0,30.0,-1.0,78.0,-1.0,13.0,-1.0,204.870976396383,14.1797459426412,39.2068466044119,16.0655632740886,7.03572865451087,15.7323675427294,17.6385708047959,1.20315836324876,17.5720351575556,1.08128013601344,16.4507910570891,-1.0,0.924815797727053,-1.0,36.0,-1.0,18.0,-1.0,5.0,-1.0,48.2519536404085,-1.0,3.62077796600914,-1.0,4.14138888888889,-1.0,0.0,-1.0,0.0,-1.0,13.0426666666667,-1.0,24.864,-1.0,36.0,-1.0,0.0,-1.0,0.0,-1.0,12.0,-1.0,10.9292173206913,23.9431009213448,0.0,-1.0,44.0,-1.0,1.88157425647861,-1.0
181201,181201,,3,2,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,0.0,-1.0
181201,181201,,4,2,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,0.0,-1.0
181201,181201,,0,3,5.84989082663327,-1.0,3678.0,-1.0,14964.0,-1.0,2494.0,-1.0,220.059672285862,167.212312269905,152.11566570234,167.76460091101,845.927503144172,520.650980939007,24.3430003457637,13.8890663942338,16.3591991326949,11.4284116954388,2528.59812942997,-1.0,129.240664648847,-1.0,4812023.0,-1.0,9939.0,-1.0,613.0,-1.0,6791.39634891679,-1.0,2580.36020612966,-1.0,686917.478619618,-1.0,3.0,-1.0,6.0,-1.0,11583.2666666667,-1.0,4123520.82266667,-1.0,4812023.0,-1.0,29.0,-1.0,0.685279394782173,-1.0,1718.0,-1.0,141.733067467712,167.739212291522,0.0,-1.0,2011.0,-1.0,299.53164159611,-1.0
181201,181201,,1,3,5.83756991384966,-1.0,3648.0,-1.0,14898.0,-1.0,2483.0,-1.0,220.234170118394,167.871391155687,153.179847285332,168.039675209257,852.884143795029,517.075805543659,24.391082208117,13.9333803129173,16.3462372712858,11.4674733114207,2515.38010079807,-1.0,128.506174045673,-1.0,4811971.0,-1.0,9920.0,-1.0,608.0,-1.0,6759.25807094999,-1.0,2575.53069524993,-1.0,686910.010286285,-1.0,3.0,-1.0,6.0,-1.0,11562.14,-1.0,4123475.99733333,-1.0,4811971.0,-1.0,29.0,-1.0,0.680093927883356,-1.0,1705.0,-1.0,142.898635456756,167.932657006042,0.0,-1.0,1975.0,-1.0,297.904056236343,-1.0
181201,181201,,2,3,0.0123209127836162,-1.0,30.0,-1.0,66.0,-1.0,11.0,-1.0,198.840735849904,29.4795470115755,22.7111852104773,7.73605474863776,0.0,0.0,18.4962458835974,3.30979937218967,18.1049420512982,2.66167864480837,13.2180286319008,-1.0,0.734490603173631,-1.0,52.0,-1.0,19.0,-1.0,5.0,-1.0,32.1382779667911,-1.0,4.82951087972966,-1.0,7.46833333333333,-1.0,0.0,-1.0,0.0,-1.0,21.1266666666667,-1.0,44.8253333333333,-1.0,52.0,-1.0,0.0,-1.0,0.0,-1.0,13.0,-1.0,0.0,0.0,0.0,-1.0,36.0,-1.0,1.62758535976722,-1.0
181201,181201,,3,3,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,0.0,-1.0
181201,181201,,4,3,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,0.0,-1.0
181201,181201,,0,4,6.4636791116659,-1.0,2688.0,-1.0,10944.0,-1.0,1824.0,-1.0,238.261554894545,209.185383474217,170.01579149132,209.32960380705,1218.43016043053,772.481736836957,23.1129517715003,13.7789819406712,15.1094455905544,10.9967513918733,1623.41594545505,-1.0,90.25137028905,-1.0,6188920.0,-1.0,10867.0,-1.0,448.0,-1.0,5405.48872485206,-1.0,2818.77203609913,-1.0,916722.907847791,-1.0,2.0,-1.0,18.0,-1.0,13050.6413333333,-1.0,5502157.12533332,-1.0,6188920.0,-1.0,55.0,-1.0,0.441961332606896,-1.0,1108.0,-1.0,163.704175062883,211.108426757063,0.0,-1.0,1043.0,-1.0,197.151002862237,-1.0
181201,181201,,1,4,6.44808588091643,-1.0,2676.0,-1.0,10860.0,-1.0,1810.0,-1.0,238.385998650239,209.646560303242,170.638781837164,209.591705040052,1223.89397280914,769.875186769454,23.1398963901236,13.804000269724,15.1015580629043,11.0177780417728,1618.00339175497,-1.0,89.9348703132927,-1.0,6188855.0,-1.0,10838.0,-1.0,446.0,-1.0,5369.87447935269,-1.0,2812.33333333333,-1.0,916713.312014458,-1.0,2.0,-1.0,18.0,-1.0,13023.0293333333,-1.0,5502099.53733333,-1.0,6188855.0,-1.0,55.0,-1.0,0.439568040192058,-1.0,1102.0,-1.0,164.438274502627,211.296196405319,0.0,-1.0,1027.0,-1.0,196.616363482963,-1.0
181201,181201,,2,4,0.0155932307494828,-1.0,12.0,-1.0,84.0,-1.0,14.0,-1.0,210.510597374699,3.95911951180415,31.0889443681479,1.5559353541443,0.0,0.0,17.1043018185067,0.321684399313109,17.1012768235709,0.227445104995302,5.41255370007889,-1.0,0.316499975757289,-1.0,65.0,-1.0,29.0,-1.0,2.0,-1.0,35.6142454993755,-1.0,6.43870276579313,-1.0,9.59583333333333,-1.0,0.0,-1.0,0.0,-1.0,27.612,-1.0,57.588,-1.0,65.0,-1.0,0.0,-1.0,0.0,-1.0,6.0,-1.0,0.0,0.0,0.0,-1.0,16.0,-1.0,0.534639379274489,-1.0
181201,181201,,3,4,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,0.0,-1.0
181201,181201,,4,4,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,0.0,-1.0
181201,181201,,0,5,7.01096750402292,-1.0,438.0,-1.0,7560.0,-1.0,1260.0,-1.0,178.674997151997,177.689095060926,104.944608715094,177.396052802008,1642.75350217911,1143.81121452207,31.0259622918682,14.7689420558517,20.1483142990483,14.804265283821,303.382518878256,-1.0,11.7247807425892,-1.0,7569500.0,-1.0,11981.0,-1.0,73.0,-1.0,4206.47764927171,-1.0,2996.9956742131,-1.0,1146484.25408633,-1.0,2.0,-1.0,18.0,-1.0,14509.7733333333,-1.0,6880250.30533334,-1.0,7569500.0,-1.0,33.0,-1.0,0.0530513151955932,-1.0,133.0,-1.0,98.3680818617632,183.930888402396,0.0,-1.0,155.0,-1.0,28.6762230784918,-1.0
181201,181201,,1,5,6.99110623408282,-1.0,414.0,-1.0,7470.0,-1.0,1245.0,-1.0,177.85903757805,182.701035203577,109.848585817729,181.312053287151,1737.98558926195,1103.32097049556,31.7206964547319,14.8851378800274,20.2407482297334,15.2434491409447,292.866714704481,-1.0,11.1582803277585,-1.0,7569419.0,-1.0,11945.0,-1.0,69.0,-1.0,4174.10244974775,-1.0,2988.93029579752,-1.0,1146472.09575299,-1.0,2.0,-1.0,18.0,-1.0,14473.28,-1.0,6880177.34,-1.0,7569419.0,-1.0,33.0,-1.0,0.0490624945041952,-1.0,123.0,-1.0,104.070579360996,187.665702072301,0.0,-1.0,127.0,-1.0,27.3301950125634,-1.0
181201,181201,,2,5,0.0198612699401099,-1.0,24.0,-1.0,90.0,-1.0,15.0,-1.0,192.750299802577,29.6085921272393,20.3510036946331,4.96889529512656,0.0,0.0,19.04179798247,3.183097548794,18.6770137514041,2.61018775185091,10.5158041737746,-1.0,0.566500414830788,-1.0,81.0,-1.0,36.0,-1.0,4.0,-1.0,32.3751995239648,-1.0,8.06537841558325,-1.0,12.1583333333333,-1.0,0.0,-1.0,0.0,-1.0,36.4933333333333,-1.0,72.9653333333333,-1.0,81.0,-1.0,0.0,-1.0,0.0,-1.0,10.0,-1.0,0.0,0.0,0.0,-1.0,28.0,-1.0,1.34602806592838,-1.0
181201,181201,,3,5,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,0.0,-1.0
181201,181201,,4,5,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,0.0,-1.0
181201,181201,,0,6,7.39023571983967,-1.0,30.0,-1.0,4590.0,-1.0,765.0,-1.0,200.696357152288,18.3843208879583,21.5698694524434,3.97893576248229,0.0,0.0,18.0702823522977,1.81493242181681,17.9375453101439,1.54304138245475,13.2180727490897,-1.0,0.739548260987365,-1.0,8948492.0,-1.0,12736.0,-1.0,5.0,-1.0,2580.54785320976,-1.0,3139.71110294449,-1.0,1376495.9484471,-1.0,2.0,-1.0,18.0,-1.0,15561.7173333333,-1.0,8260207.94133332,-1.0,8948492.0,-1.0,109.0,-1.0,0.0,-1.0,15.0,-1.0,0.0,0.0,0.0,-1.0,36.0,-1.0,1.78924764383774,-1.0
181201,181201,,1,6,7.3668084626523,-1.0,0.0,-1.0,4542.0,-1.0,757.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,-1.0,0.0,-1.0,8948396.0,-1.0,12702.0,-1.0,0.0,-1.0,2554.25439856753,-1.0,3130.25828745828,-1.0,1376481.13761377,-1.0,2.0,-1.0,18.0,-1.0,15517.0146666666,-1.0,8260119.06,-1.0,8948396.0,-1.0,109.0,-1.0,0.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,0.0,-1.0
181201,181201,,2,6,0.0234272571873736,-1.0,30.0,-1.0,48.0,-1.0,8.0,-1.0,200.696357152288,18.3843208879583,21.5698694524434,3.97893576248229,0.0,0.0,18.0702823522977,1.81493242181681,17.9375453101439,1.54304138245475,13.2180727490897,-1.0,0.739548260987365,-1.0,96.0,-1.0,34.0,-1.0,5.0,-1.0,26.2934546422321,-1.0,9.45281548621413,-1.0,14.8108333333333,-1.0,0.0,-1.0,0.0,-1.0,44.7026666666667,-1.0,88.8813333333333,-1.0,96.0,-1.0,0.0,-1.0,0.0,-1.0,15.0,-1.0,0.0,0.0,0.0,-1.0,36.0,-1.0,1.78924764383774,-1.0
181201,181201,,3,6,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,0.0,-1.0
181201,181201,,4,6,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,0.0,-1.0
181201,181201,,0,0,5.76829591635508,-1.0,5458.0,-1.0,18884.0,-1.0,18884.0,-1.0,128.728255166131,111.75063730551,61.0542014195649,111.495725569895,455.107395316114,511.014615730045,36.2054164656282,12.4558788233175,27.9658882609261,15.1797801398916,24495.8239868798,-1.0,759.838458126598,-1.0,8948492.0,-1.0,12736.0,-1.0,5458.0,-1.0,2580.54785320976,-1.0,20069.2692867774,-1.0,4834546.93219315,-1.0,2.0,-1.0,18.0,-1.0,11032.0084444445,-1.0,4813943.48800001,-1.0,8948492.0,-1.0,291.0,-1.0,6.60668371116248,-1.0,16563.0,-1.0,49.9342764291744,111.902285864239,0.0,-1.0,13153.0,-1.0,2218.2810076506,-1.0
181201,181201,,1,0,5.75384077775459,-1.0,5432.0,-1.0,18808.0,-1.0,18808.0,-1.0,128.399309893477,111.904360517969,61.2251621836114,111.732193990809,457.279268223873,511.268487813843,36.2899097026076,12.4240801754116,28.0375338698211,15.2110573898808,24425.0275602469,-1.0,755.940050799042,-1.0,8948396.0,-1.0,12702.0,-1.0,5432.0,-1.0,2554.25439856753,-1.0,20035.8812589599,-1.0,4834496.8349987,-1.0,2.0,-1.0,18.0,-1.0,11007.1746666667,-1.0,4813893.49733333,-1.0,8948396.0,-1.0,291.0,-1.0,6.57955973046097,-1.0,16495.0,-1.0,50.1632243490115,112.118475268228,0.0,-1.0,12965.0,-1.0,2209.91888170698,-1.0
181201,181201,,2,0,0.0144546142725753,-1.0,26.0,-1.0,76.0,-1.0,76.0,-1.0,197.452513668334,24.1527828246375,25.3365525618545,11.3185777014727,1.35302474125209,6.89909955801823,18.5528294166984,2.75581694081585,18.2322318066156,2.41768689943041,70.7964266328941,-1.0,3.89840732755536,-1.0,96.0,-1.0,34.0,-1.0,26.0,-1.0,26.2934546422321,-1.0,33.3880278175718,-1.0,50.0971944444444,-1.0,0.0,-1.0,0.0,-1.0,24.8451111111111,-1.0,49.9906666666667,-1.0,96.0,-1.0,0.0,-1.0,0.0271239807015063,-1.0,68.0,-1.0,2.10177256167174,10.5365528285249,0.0,-1.0,188.0,-1.0,8.36212594361487,-1.0
181201,181201,,3,0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,0.0,-1.0
181201,181201,,4,0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,0.0,-1.0
